ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
3919,30.3,7.5,25.9
3920,85.3,29.5,40.6
3921,44.4,33.3,38.7
3922,96.7,1.6,29.9
3923,65.8,2.6,33.3
3924,57.4,14.1,45.4
3925,48.3,28.4,36.4
3926,38.4,5.8,32.6
3927,34.9,34.9,34.9
3928,148.3,11.4,73.5
3929,50.3,25.1,44.1
3930,63.4,32.5,49.7
3931,127.8,0.0,48.4
3933,117.3,16.9,68.8
3934,77.9,7.6,30.8
3937,43.6,24.0,32.9
3938,56.3,7.8,30.3
3941,70.0,12.0,55.1
3942,33.9,8.3,20.1
3944,48.1,22.6,38.2
3945,60.6,28.2,45.1
3947,104.5,54.7,74.0
3948,51.4,8.5,42.0
3949,43.3,13.7,33.8
3950,93.5,9.2,30.4
3951,54.3,19.8,47.5
3952,91.5,40.8,48.2
3954,10.3,4.9,8.6
3956,121.0,33.7,94.9
3957,62.9,24.7,43.8
3958,132.0,0.0,26.1
3960,6.9,3.5,5.8
3961,63.3,6.6,55.7
3962,53.4,21.0,46.2
3964,112.0,5.2,44.7
3966,85.5,0.0,53.6
3967,149.5,3.0,44.6
3968,49.8,7.2,29.8
3970,93.2,36.8,68.9
3971,7.9,3.5,6.1
3973,103.7,3.9,51.1
3974,55.8,28.1,40.6
3975,37.8,5.2,27.4
3976,95.7,12.3,59.4
3978,39.8,28.0,35.6
3979,120.7,11.5,81.0
3980,43.4,28.4,34.6
3983,97.6,56.2,73.6
3985,68.6,55.1,61.8
3987,97.3,12.1,60.8
3988,82.5,10.7,49.5
3989,62.1,9.8,51.3
3990,58.0,23.6,47.6
3991,50.0,23.1,41.9
3993,85.3,14.3,55.0
3994,78.5,5.2,44.6
3996,57.3,28.1,42.6
3997,50.4,19.5,35.1
3998,76.7,6.2,55.5
3999,25.9,22.2,23.8
4000,97.3,49.7,84.4
4001,9.7,9.7,9.7
4002,46.7,6.9,18.4
4004,63.5,27.9,43.7
4005,85.9,16.3,59.0
4007,98.4,49.8,71.4
4008,61.3,3.5,39.7
4009,87.3,12.6,48.0
4010,63.3,23.1,43.4
4011,80.8,8.2,54.0
4012,73.5,7.6,45.8
4013,49.7,4.1,31.6
4014,115.2,73.3,95.1
4015,80.5,12.6,51.6
4016,68.6,6.7,45.7
4017,63.7,43.2,54.6
4018,36.4,17.1,33.1
4020,114.0,23.2,76.1
4021,26.2,0.0,9.1
4022,43.3,22.1,29.4
4023,25.7,18.5,23.0
4024,76.5,45.6,64.6
4025,80.7,6.7,47.7
4026,39.8,20.0,32.2
4027,41.8,6.9,33.1
4028,83.3,10.1,46.1
4029,98.2,59.8,81.7
4030,145.0,59.4,87.0
4031,58.4,32.9,46.3
4032,30.6,7.1,23.8
4033,44.2,17.1,39.5
4034,74.7,64.3,67.7
4035,56.5,37.6,48.5
4036,69.2,16.1,43.1
4037,60.9,46.1,54.5
4038,60.3,48.8,54.9
4039,40.7,23.7,37.8
4040,121.8,41.2,71.9
4041,125.5,22.3,89.3
4042,35.9,24.1,32.5
4043,54.4,29.6,35.2
4044,47.3,47.3,47.3
4045,46.0,16.2,34.2
4046,99.9,34.0,64.9
4047,106.7,15.0,74.1
4048,74.3,0.0,22.8
4049,73.6,0.0,30.3
4050,45.8,0.0,32.8
4051,114.5,29.7,84.8
4052,87.5,20.9,60.5
4053,104.3,48.9,63.2
4054,40.7,7.6,27.1
4055,135.7,35.4,64.0
4056,103.7,22.9,71.5
4057,101.1,43.7,68.9
4059,77.5,77.5,77.5
4060,40.9,27.0,32.6
4061,47.5,21.6,43.3
4062,66.4,44.1,60.6
4063,72.4,36.9,55.7
4064,72.9,21.6,56.1
4065,39.5,7.6,31.8
4066,54.1,34.2,46.9
4067,70.5,8.0,52.7
4069,73.0,42.4,52.8
4070,74.2,9.5,42.7
4071,106.8,45.5,73.2
4072,48.3,24.2,32.3
4073,87.0,17.2,53.6
4074,95.0,50.5,57.4
4075,67.7,42.6,47.3
4076,70.4,10.9,56.6
4077,137.7,86.9,115.1
4079,68.7,12.6,58.1
4080,30.2,30.2,30.2
4081,65.5,18.8,58.9
4082,3.2,2.2,2.7
4083,56.6,46.9,51.4
4084,80.7,0.0,50.6
